Activity Name,Activity Type,Park ID,Park Name,Timings,Height Restrictions,URL,Location Lat,Location Lng
Muppet*Vision 3D,Attraction,80007998,Disney's Hollywood Studios,09:00:00 to 20:30:00,any-height,https://disneyworld.disney.go.com/attractions/hollywood-studios/muppet-vision-3d/,28.3550644708,-81.5594643904
Peter Pan's Flight,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/peter-pan-flight/,28.4202640272,-81.5818916811
Seven Dwarfs Mine Train,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",38-inches-97-cm-or-taller,https://disneyworld.disney.go.com/attractions/magic-kingdom/seven-dwarfs-mine-train/,28.42037,-81.58031
Enchanted Tales with Belle,Attraction,80007944,Magic Kingdom Park,10:30:00 to 19:30:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/enchanted-tales-with-belle/,28.4209906,-81.58093
"ImageWorks - The ""What If"" Labs",Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/imageworks/,28.372774,-81.551121
Manatees - Disney Animals,Attraction,80007838,EPCOT,,any-height,https://disneyworld.disney.go.com/attractions/epcot/disney-animals-manatees/,28.375631,-81.550828
Remy's Ratatouille Adventure,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/remys-ratatouille-adventure/,28.36825,-81.553097
Spaceship Earth,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/spaceship-earth/,28.375583,-81.549401
Tike's Peak,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,48-inches-122-cm-or-shorter,https://disneyworld.disney.go.com/attractions/blizzard-beach/tikes-peak/,28.3529402305,-81.5745699406
Cross Country Creek,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,any-height,https://disneyworld.disney.go.com/attractions/blizzard-beach/cross-country-creek/,28.3513399635,-81.5736767258
Meerkats - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-meerkats/,28.360758,-81.593059
It's Tough to be a Bug!,Attraction,80007823,Disney's Animal Kingdom Theme Park,"07:30:00 to 08:00:00, 08:00:00 to 20:00:00",any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/its-tough-to-be-a-bug/,28.357488,-81.590118
A Pirate's Adventure ~ Treasures of the Seven Seas,Attraction,80007944,Magic Kingdom Park,12:00:00 to 18:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/pirates-adventures/,28.4183725,-81.584669
Cinderella Castle,Attraction,80007944,Magic Kingdom Park,08:00:00 to 23:00:00,,https://disneyworld.disney.go.com/attractions/magic-kingdom/cinderella-castle/,28.4194549043,-81.5811809
Gorilla Falls Exploration Trail,Attraction,80007823,Disney's Animal Kingdom Theme Park,08:30:00 to 18:30:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/gorilla-falls-forest-exploration-trail/,28.359954,-81.592149
Marketplace Carousel,Attraction,10460,Disney Springs,10:00:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/disney-springs/marketplace-carousel/,28.372854,-81.514925
Tomorrowland Transit Authority PeopleMover,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/tomorrowland-transit-authority-peoplemover/,28.418155,-81.579033
The Animation Experience at Conservation Station,Attraction,80007823,Disney's Animal Kingdom Theme Park,"10:00:00 to 10:00:00, 10:45:00 to 10:45:00, 11:30:00 to 11:30:00, 12:15:00 to 12:15:00, 13:45:00 to 13:45:00, 14:30:00 to 14:30:00, 15:15:00 to 15:15:00, 16:00:00 to 16:00:00, 16:45:00 to 16:45:00",any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/animation-experience/,28.365188,-81.588669
Teamboat Springs,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,any-height,https://disneyworld.disney.go.com/attractions/blizzard-beach/teamboat-springs/,28.351967,-81.575911
Coral Reefs - Disney Animals,Attraction,80007838,EPCOT,,any-height,https://disneyworld.disney.go.com/attractions/epcot/disney-animals-coral-reefs/,28.375631,-81.550866
Living with the Land,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/living-with-the-land/,28.374245,-81.552301
Giraffes - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-giraffes/,28.359414,-81.59224
Slush Gusher,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,48-inches-122-cm-or-taller,https://disneyworld.disney.go.com/attractions/blizzard-beach/slush-gusher/,28.3518728427,-81.5757836401
The Many Adventures of Winnie the Pooh,Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/many-adventures-of-winnie-the-pooh/,28.420212,-81.580266
Leave A Legacy,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/leave-a-legacy/,28.37649778,-81.54940289
Asian Birds - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-asian-birds/,28.3598594408459,-81.5892225147874
Star Wars Launch Bay,Attraction,80007998,Disney's Hollywood Studios,10:00:00 to 18:00:00,any-height,https://disneyworld.disney.go.com/attractions/hollywood-studios/star-wars-launch-bay/,28.357849,-81.560996
Tiana's Bayou Adventure – Coming Summer 2024,Attraction,80007944,Magic Kingdom Park,,40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/magic-kingdom/tianas-bayou-adventure/ ,28.419418,-81.58498
Tigers - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-asian-sumatran-tigers/,28.359943,-81.589736
Main Street Vehicles,Attraction,80007944,Magic Kingdom Park,,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/main-street-vehicles/,28.4168698711,-81.5815081252
Star Wars Photo Opportunities,Attraction,80007798,,,,https://disneyworld.disney.go.com/attractions/hollywood-studios/star-wars-photo-opportunities/,,
Monsters Inc. Laugh Floor,Attraction,80007944,Magic Kingdom Park,09:00:00 to 22:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/monsters-inc-laugh-floor/,28.4183977566,-81.5797358751
The Seas with Nemo & Friends,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/seas-with-nemo-and-friends/,28.374904,-81.550852
Dreamers Point – New!,Attraction,80007838,EPCOT,,any-height,https://disneyworld.disney.go.com/attractions/epcot/dreamers-point,28.374369354306555,-81.54939221991685
Mission: SPACE,Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",40-inches-102-cm-or-taller,https://disneyworld.disney.go.com/attractions/epcot/mission-space/,28.373927,-81.547156
Swiss Family Treehouse,Attraction,80007944,Magic Kingdom Park,08:00:00 to 23:00:00,any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/swiss-family-treehouse/,28.4184325517,-81.5827982677
TriceraTop Spin,Attraction,80007823,Disney's Animal Kingdom Theme Park,"07:30:00 to 08:00:00, 08:00:00 to 20:00:00",any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/tricera-top-spin/,28.356503,-81.588074
Disney and Pixar Short Film Festival,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/disney-pixar-short-film-festival/,28.37263,-81.55115
"Journey of Water, Inspired by Moana – New!",Attraction,80007838,EPCOT,"08:30:00 to 09:00:00, 09:00:00 to 21:00:00",any-height,https://disneyworld.disney.go.com/attractions/epcot/journey-of-water/,28.374691,-81.550378
Kilimanjaro Safaris,Attraction,80007823,Disney's Animal Kingdom Theme Park,08:15:00 to 19:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/kilimanjaro-safaris/,28.359331,-81.59228
Project Tomorrow: Inventing the Wonders of the Future,Attraction,80007838,EPCOT,09:00:00 to 21:00:00,any-height,https://disneyworld.disney.go.com/attractions/epcot/project-tomorrow-inventing-the-wonders-of-the-future/,28.37476,-81.549401
The Boneyard,Attraction,80007823,Disney's Animal Kingdom Theme Park,09:00:00 to 20:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/boneyard/,28.3566787564,-81.5884791864
Kangaroos - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-kangaroos/,28.357363003526,-81.5906622937138
Asian Small-Clawed Otters - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-asian-small-clawed-otters/,28.357331,-81.590983
Walt Disney Presents,Attraction,80007998,Disney's Hollywood Studios,09:00:00 to 20:30:00,any-height,https://disneyworld.disney.go.com/attractions/hollywood-studios/walt-disney-presents/,28.35686,-81.560982
Chairlift,Attraction,80007834,Disney's Blizzard Beach Water Park,00:00:00 to 23:59:00,32-inches-81-cm-or-taller,https://disneyworld.disney.go.com/attractions/blizzard-beach/chair-lift/,28.3521916073,-81.5742527498
Cotton-Top Tamarins - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-cotton-top-tamarins/,28.357901,-81.591501
Komodo Dragons - Disney Animals,Attraction,80007823,Disney's Animal Kingdom Theme Park,,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/disney-animals-komodo-dragons/,28.35944,-81.589237
"""it's a small world""",Attraction,80007944,Magic Kingdom Park,"07:30:00 to 08:00:00, 08:00:00 to 23:00:00",any-height,https://disneyworld.disney.go.com/attractions/magic-kingdom/its-a-small-world/,28.4204816402,-81.5820392026
Bay Slides,Attraction,80007981,Disney's Typhoon Lagoon Water Park,10:00:00 to 18:00:00,60-inches-152-cm-or-shorter,https://disneyworld.disney.go.com/attractions/typhoon-lagoon/bay-slides/,28.365402,-81.529838
Dino-Sue,Attraction,80007823,Disney's Animal Kingdom Theme Park,08:00:00 to 20:00:00,any-height,https://disneyworld.disney.go.com/attractions/animal-kingdom/dino-sue/,28.355745,-81.588646
